customer_tweet_id,customer_id,customer_created_at,customer_text,customer_text_raw,reply_tweet_id,reply_created_at,reply_text,reply_text_raw,response_minutes,reply_asks_dm
330953,194794,2017-10-07 15:44:18+00:00,How can i downgrade back to 10.3.3. 11.0.1 has been giving a tough time.,"@AppleSupport How can i downgrade back to 10.3.3. 
11.0.1 has been giving a tough time.",330950,2017-10-07 18:09:00+00:00,"While downgrading isn't possible, we have released another update. Have you tried installing to see if it helps?","@194794 While downgrading isn't possible, we have released another update. Have you tried installing to see if it helps?",144.7,False
957640,347221,2017-10-21 15:26:27+00:00,hi I had email saying I have brought something but I didnt! It seems someone must be used my email address to purchased?,@AppleSupport hi I had email saying I have brought something but I didnt! It seems someone must be used my email address to purchased?,957639,2017-10-21 19:00:02+00:00,We'd be happy to look into this with you. Can you provide us the email address of the sender in DM?,@347221 We'd be happy to look into this with you. Can you provide us the email address of the sender in DM?,213.6,True
1920164,571641,2017-10-26 13:55:49+00:00,Manchester Arndale too busy to pick up phone so just cut me off x 3. No receipt for my Mon purchase - mis typed email? Help,@AppleSupport Manchester Arndale too busy to pick up phone so just cut me off x 3. No receipt for my Mon purchase - mis typed email? Help,1920163,2017-10-26 15:34:33+00:00,We'd like to see how we can help. Let us know in DM if the email can be found in the spam or junk folder: <URL>,@571641 We'd like to see how we can help. Let us know in DM if the email can be found in the spam or junk folder: https://t.co/GDrqU22YpT,98.7,True
659485,277035,2017-11-22 23:39:10+00:00,Hey @user @AppleSupport is there any reason for suddenly losing 300+ GB from the 512 GB internal flash HDD on an MBP late 2013? On reboot I've been even asked to set up a new account. Trying to keep calm but this is beyond outrageous. I can provide logs if you want.,Hey @115858 @AppleSupport is there any reason for suddenly losing 300+ GB from the 512 GB internal flash HDD on an MBP late 2013? On reboot I've been even asked to set up a new account. Trying to keep calm but this is beyond outrageous. I can provide logs if you want.,659483,2017-11-22 23:47:00+00:00,"Let's get to the bottom of this together. Did this occur suddenly, or after making some system changes or updates? Have you had a chance to restart into macOS Recovery and scan your MacBook's hard drive? If not, let's do so now. Here's a guide: <URL>","@277035 Let's get to the bottom of this together. Did this occur suddenly, or after making some system changes or updates? Have you had a chance to restart into macOS Recovery and scan your MacBook's hard drive? If not, let's do so now. Here's a guide: https://t.co/iw5bXEpuuV",7.8,False
1710748,518253,2017-11-07 00:53:42+00:00,Can y’all please fix this annoying messy “I” bug thing?? @AppleSupport,Can y’all please fix this annoying messy “I” bug thing?? @AppleSupport,1710747,2017-11-07 01:34:06+00:00,Here’s what you can do to work around the issue until it’s fixed in a future software update: <URL>,@518253 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,40.4,False
1678487,510517,2017-11-06 07:45:40+00:00,Gather yourself @user @AppleSupport. #iOS11 <URL>,Gather yourself @115858 @AppleSupport. #iOS11 https://t.co/TvwLcYes2f,1678486,2017-11-06 15:23:32+00:00,We can help! Which device are you experiencing this on? Reply in DM to get started. <URL>,@510517 We can help! Which device are you experiencing this on? Reply in DM to get started. https://t.co/GDrqU22YpT,457.9,True
1631371,499271,2017-10-17 04:18:24+00:00,Also why can’t I see my contacts in my messages anymore? Worst update ever @AppleSupport,Also why can’t I see my contacts in my messages anymore? Worst update ever @AppleSupport,1631370,2017-10-17 12:36:00+00:00,"We're here for you. Which device are you missing contacts on? Also, what is the OS version installed? Let us know to get started.","@499271 We're here for you. Which device are you missing contacts on? Also, what is the OS version installed? Let us know to get started.",497.6,False
1443406,454910,2017-11-02 04:14:35+00:00,can you please fix my i’s that would be greatly appreciated!!,@115858 can you please fix my i’s that would be greatly appreciated!!,1443405,2017-11-02 13:00:42+00:00,Thanks for reaching out! Which device are you experiencing this on? Reply in DM to get started. <URL>,@454910 Thanks for reaching out! Which device are you experiencing this on? Reply in DM to get started. https://t.co/GDrqU22YpT,526.1,True
2021283,597771,2017-11-06 01:12:57+00:00,Can we check the overall battery health of my iPhone?,@AppleSupport Can we check the overall battery health of my iPhone?,2021282,2017-11-06 02:44:54+00:00,We'd be happy to look into all available support options for your region. Send us your current location in DM. <URL>,@597771 We'd be happy to look into all available support options for your region. Send us your current location in DM. https://t.co/GDrqU22YpT,92.0,True
2018222,596846,2017-11-04 17:07:55+00:00,Hi @AppleSupport. I've just watched someone try to access my bank via my phone while charging. Any thoughts? <URL>,Hi @AppleSupport. I've just watched someone try to access my bank via my phone while charging. Any thoughts? https://t.co/MuFwl5zvGl,2018221,2017-11-04 21:04:34+00:00,We'd like to look into this. Send us a DM to tell us if you've noticed similar issues with other apps or not. <URL>,@596846 We'd like to look into this. Send us a DM to tell us if you've noticed similar issues with other apps or not. https://t.co/GDrqU22YpT,236.6,True
2355030,680389,2017-11-13 18:28:41+00:00,#iOSupdate @user any chance you can fix the auto turn on of Wifi #soannoying there is no requirement for it to turn itself on.. thanks a million,#iOSupdate @115858 any chance you can fix the auto turn on of Wifi #soannoying there is no requirement for it to turn itself on.. thanks a million,2355029,2017-11-13 19:21:00+00:00,We can look into this with you. How are you turning off your Wi-Fi connection?,@680389 We can look into this with you. How are you turning off your Wi-Fi connection?,52.3,False
90575,135601,2017-11-30 11:52:45+00:00,why does my phone jump from 60% to 30% phone battery and then die before it reaches 20%? So annoying 🙃🙃,@AppleSupport why does my phone jump from 60% to 30% phone battery and then die before it reaches 20%? So annoying 🙃🙃,90574,2017-11-30 15:05:32+00:00,We definitely know you need to rely on your iPhone battery. Let's get this figured out. Which iPhone model do you have? Please DM us. <URL>,@135601 We definitely know you need to rely on your iPhone battery. Let's get this figured out. Which iPhone model do you have? Please DM us. https://t.co/GDrqU22YpT,192.8,True
1606775,493575,2017-11-04 22:39:56+00:00,get your shit together! Can’t stand the I️ thing that keeps happening!,@115858 get your shit together! Can’t stand the I️ thing that keeps happening!,1606774,2017-11-05 02:31:52+00:00,We're happy to assist you. The steps on this article may help: <URL>,@493575 We're happy to assist you. The steps on this article may help: https://t.co/gKAEL4wRnw,231.9,False
1342778,433170,2017-10-16 13:30:58+00:00,"Hey @AppleSupport, your new ios iphone update needs an update...#iphoneproblems #apple <URL>","Hey @AppleSupport, your new ios iphone update needs an update...#iphoneproblems #apple https://t.co/QcG6l9lB0o",1342777,2017-10-16 13:41:00+00:00,We'd like to look into this with you. Send us a DM with more details to continue. <URL>,@433170 We'd like to look into this with you. Send us a DM with more details to continue. https://t.co/GDrqU22YpT,10.0,True
1656129,505364,2017-11-06 01:55:52+00:00,Yo @user wassup cuz 🤦🏾‍♂️ I️ rushed fast asl to get the update cuz I️ couldn’t see some characters and the emojis fye.. now I’m like 🤬,Yo @115858 wassup cuz 🤦🏾‍♂️ I️ rushed fast asl to get the update cuz I️ couldn’t see some characters and the emojis fye.. now I’m like 🤬,1656128,2017-11-06 03:41:29+00:00,Here’s what you can do to work around the issue until it’s fixed in a future software update: <URL>,@505364 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,105.6,False
2552502,725024,2017-11-16 09:56:36+00:00,Brother bought an iphone X and used it for a week now its not working its just not getting started @user can u plz help???? can I expect a replacement. Please RT,"Brother bought an iphone X and used it for a week now its not working its just not getting started @115858 can u plz help???? can I expect a replacement.

Please RT",2552501,2017-11-16 14:56:32+00:00,That's not what we'd expect and we're happy to help you get to the bottom of this issue. Please start by taking a look at this article: <URL> Let us know if you're still having issues.,@725024 That's not what we'd expect and we're happy to help you get to the bottom of this issue. Please start by taking a look at this article: https://t.co/8MvHMFZ83h Let us know if you're still having issues.,299.9,False
2487184,662422,2017-11-15 15:29:05+00:00,"my album won’t stay in order, even when I deleted all tracks and manually added them back in the correct order... <URL>","@AppleSupport my album won’t stay in order, even when I deleted all tracks and manually added them back in the correct order... https://t.co/nkDoziXjAx",2487183,2017-11-15 16:33:00+00:00,Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this with you there. <URL>,@662422 Thanks for reaching out to us. We are always happy to help. Send us a DM so we can look into this with you there. https://t.co/GDrqU22YpT,63.9,True
2838705,790015,2017-11-27 15:23:33+00:00,"I have a laptop that was bought in 2011, and I had an explosion 10 months ago with a battery explosion. I went to the Apple branch in Dubai Mall and told me to wait for 5 hours. Now when you enter, I can not fix the machine.","@AppleSupport I have a laptop that was bought in 2011, and I had an explosion 10 months ago with a battery explosion. I went to the Apple branch in Dubai Mall and told me to wait for 5 hours. Now when you enter, I can not fix the machine.",2838703,2017-11-27 15:54:10+00:00,That's a concern we certainly want to address with you. Please DM us so that we can take a closer look into this together. <URL>,@790015 That's a concern we certainly want to address with you. Please DM us so that we can take a closer look into this together. https://t.co/GDrqU22YpT,30.6,True
2141026,629604,2017-11-08 19:11:20+00:00,why is popping up every time someone tries to type “I️” <URL>,@AppleSupport why is popping up every time someone tries to type “I️” https://t.co/E8adWJu0NR,2141025,2017-11-08 22:37:00+00:00,Here’s what you can do to work around the issue until it’s fixed in a future software update: <URL>,@629604 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,205.7,False
1930350,437761,2017-10-28 03:26:53+00:00,"so... i finally get someone on the phone (after 16 calls), and it's disconnected with no call back...? This is insane.","@applesupport so... i finally get someone on the phone (after 16 calls), and it's disconnected with no call back...? This is insane.",1930349,2017-10-28 12:16:27+00:00,"If you're still having issues regarding your iPhone order, please let us know in DM which country you're located in. <URL>","@437761 If you're still having issues regarding your iPhone order, please let us know in DM which country you're located in. https://t.co/GDrqU22YpT",529.6,True
646850,273638,2017-11-22 18:16:56+00:00,Hey @AppleSupport who do I contact for an online store complaint?,Hey @AppleSupport who do I contact for an online store complaint?,646849,2017-11-22 18:45:02+00:00,"We'd like to hear more about your experience. Please send us a DM with details, to get started. <URL>","@273638 We'd like to hear more about your experience. Please send us a DM with details, to get started. https://t.co/GDrqU22YpT",28.1,True
1989877,588894,2017-11-02 01:05:06+00:00,¿Que puedo hacer? Ya lo he intentado más de 10 veces y me sigue marcando error 😭 <URL>,@115858 ¿Que puedo hacer? Ya lo he intentado más de 10 veces y me sigue marcando error 😭 https://t.co/A6U6xer590,1989876,2017-11-02 01:43:00+00:00,We offer support via Twitter in English. Get help in Spanish here: <URL> or join <URL>,@588894 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,37.9,False
2686643,755507,2017-11-19 05:23:36+00:00,iTunes 12.7.1.14 automatically skips the song at random times @AppleSupport @user,"iTunes 12.7.1.14 automatically skips the song at random times
@AppleSupport 
@118721",2686641,2017-11-19 13:50:31+00:00,Thanks for reaching out! We can understand wanting to listen to the whole song and not just partial songs. Is this music that you downloaded directly from the iTunes Store or did you load it from other sources such as CD’s?,@755507 Thanks for reaching out! We can understand wanting to listen to the whole song and not just partial songs. Is this music that you downloaded directly from the iTunes Store or did you load it from other sources such as CD’s?,506.9,False
879342,211923,2017-10-13 15:51:25+00:00,can you check apple gift card with out adding it to your account.,@AppleSupport can you check apple gift card with out adding it to your account.,879341,2017-10-13 16:33:00+00:00,Hi there! You can do this by click on the 'Check balance' link in this article: <URL>,@211923 Hi there! You can do this by click on the 'Check balance' link in this article: https://t.co/YSjrgVAquU,41.6,False
1517818,472139,2017-11-03 14:34:27+00:00,hey can u guys get on the issue where we can’t use the third vowel in the alphabet? <URL>,@AppleSupport hey can u guys get on the issue where we can’t use the third vowel in the alphabet? https://t.co/Xio5IhBJ3W,1517817,2017-11-03 19:28:00+00:00,Let's look into this for you. Go ahead and send us a DM with your current iOS version. <URL>,@472139 Let's look into this for you. Go ahead and send us a DM with your current iOS version. https://t.co/GDrqU22YpT,293.6,True
1677773,422125,2017-11-06 06:30:23+00:00,Dear @user & @AppleSupport why is my brand new iPhone SE glitchy after the update?,Dear @115858 &amp; @AppleSupport why is my brand new iPhone SE glitchy after the update?,1677772,2017-11-06 15:10:35+00:00,We're here to help. Please DM us via the following link and we'll assist you further from there. <URL>,@422125 We're here to help. Please DM us via the following link and we'll assist you further from there. https://t.co/GDrqU22YpT,520.2,True
2177403,638213,2017-11-09 10:08:24+00:00,my iPod 6th generation display is not available anywhere in India..please help,@AppleSupport my iPod 6th generation display is not available anywhere in India..please help,2177402,2017-11-09 15:28:00+00:00,Thanks for reaching out. We can definitely look into your options with you. What's happening specifically with your iPod display? DM us and let us know. <URL>,@638213 Thanks for reaching out. We can definitely look into your options with you. What's happening specifically with your iPod display? DM us and let us know. https://t.co/GDrqU22YpT,319.6,True
549628,247984,2017-12-02 13:05:14+00:00,Hello @AppleSupport . My iPhone 7 keeps restarting every minute. Can you help on this please? My current software version is 11.1.2. The screenshot below <URL>,Hello @AppleSupport . My iPhone 7 keeps restarting every minute. Can you help on this please? My current software version is 11.1.2. The screenshot below https://t.co/fEw1UVbrzL,549627,2017-12-02 18:30:36+00:00,We can help! Let's take a look here: <URL>,@247984 We can help! Let's take a look here: https://t.co/osZOKKTalm,325.4,False
2133508,627753,2017-11-08 19:59:59+00:00,update is ruining my life.,@115858 update is ruining my life.,2133507,2017-11-08 20:25:28+00:00,We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. <URL>,@627753 We'd like to help. Let's take this to DM and we'll explore ways to provide you assistance. https://t.co/GDrqU22YpT,25.5,True
1925528,573118,2017-10-27 08:46:36+00:00,No matter how many photos/videos or apps I delete off my iPhone 5s @user @AppleSupport it still showing as zero storage available...?,No matter how many photos/videos or apps I delete off my iPhone 5s @115858 @AppleSupport it still showing as zero storage available...?,1925527,2017-10-27 15:13:34+00:00,Let's check into this with you. Here's a link that may help: <URL> Reach out to us in DM with more questions <URL>,"@573118 Let's check into this with you. Here's a link that may help: https://t.co/dREC7Rk0Qk
Reach out to us in DM with more questions https://t.co/GDrqU22YpT",387.0,True
2627801,742191,2017-11-17 15:15:42+00:00,I’m tired of this question mark/I️ problem @AppleSupport @user,I’m tired of this question mark/I️ problem @AppleSupport @115858,2627800,2017-11-17 16:48:39+00:00,"iOS 11 was recently updated and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: <URL>","@742191 iOS 11 was recently updated and it includes a fix for autocorrect issues. Be sure to back up your device prior to updating, and let us know if the issue persists afterwards. How to back up: https://t.co/4f8hwT5to6",93.0,False
1597341,490695,2017-11-04 18:53:43+00:00,All my letter “I️” are question marks... @user what kind of weird shit is that? Y’all making alphabets not Show correctly,All my letter “I️” are question marks... @115858 what kind of weird shit is that? Y’all making alphabets not Show correctly,1597340,2017-11-04 22:36:00+00:00,DM us some more detials and we can take a closer look. <URL>,@490695 DM us some more detials and we can take a closer look. https://t.co/GDrqU22YpT,222.3,True
1015671,360307,2017-10-22 18:33:01+00:00,"if my AppleID is in account recovery would it be why my phone is saying ""disabled-connect to iTunes?"" Or because I dropped it? <URL>","@AppleSupport if my AppleID is in account recovery would it be why my phone is saying
""disabled-connect to iTunes?""
Or because I dropped it? https://t.co/m21iXwjD0X",1015669,2017-10-22 19:12:26+00:00,We've received your DM. Look for our reply there shortly and we'll help out.,@360307 We've received your DM. Look for our reply there shortly and we'll help out.,39.4,True
663921,278225,2017-11-23 02:02:29+00:00,When you finish working on such a good song and your computer freezes @user you have explaining to do 😫,When you finish working on such a good song and your computer freezes @115858 you have explaining to do 😫,663920,2017-11-23 02:10:26+00:00,We can help with your Mac. Can you tell us if the freezing happens in specific apps? What OS are you running? What Mac model do you own?,@278225 We can help with your Mac. Can you tell us if the freezing happens in specific apps? What OS are you running? What Mac model do you own?,8.0,False
2677907,753611,2017-10-31 14:12:15+00:00,Why is my IPhone glitching so much lately? @user @AppleSupport,Why is my IPhone glitching so much lately? @115858 @AppleSupport,2677906,2017-10-31 14:43:00+00:00,We'd love to help. Could you provide us a few more details? Which iPhone do you carry and which iOS does it have installed?,@753611 We'd love to help. Could you provide us a few more details? Which iPhone do you carry and which iOS does it have installed?,30.8,False
1772827,532823,2017-11-08 02:06:20+00:00,Trying to add an email account andddd I️ cannot find the option in my settings anymore @AppleSupport wasssupp?,Trying to add an email account andddd I️ cannot find the option in my settings anymore @AppleSupport wasssupp?,1772826,2017-11-08 02:29:00+00:00,We're glad to hear you were able to find it. Don't hesitate to reach out to us if we can be of any help in the future.,@532823 We're glad to hear you were able to find it. Don't hesitate to reach out to us if we can be of any help in the future.,22.7,False
1050841,368331,2017-10-14 20:20:31+00:00,"Cada vez que actualizo IOS cuando se prende tengo el bluetooth activado. Qué pasa, querés pelear @user?","Cada vez que actualizo IOS cuando se prende tengo el bluetooth activado. Qué pasa, querés pelear @115858?",1050840,2017-10-14 20:26:30+00:00,We offer support via Twitter in English. Get help in Spanish here: <URL> or join <URL>,@368331 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,6.0,False
2831754,788441,2017-11-27 05:06:17+00:00,Hi @user my computer has been just exactly like this for almost 2 hours now and it’s killing my Sunday night watch Netflix and avoid my responsibilities vibe. Pls help. <URL>,Hi @115858 my computer has been just exactly like this for almost 2 hours now and it’s killing my Sunday night watch Netflix and avoid my responsibilities vibe. Pls help. https://t.co/0hLhG0aoag,2831753,2017-11-27 13:36:00+00:00,We'd like to help. Are you able to start in recovery mode? <URL>,@788441 We'd like to help. Are you able to start in recovery mode? https://t.co/dwZ2UVMxdg,509.7,False
2487092,710359,2017-11-15 15:47:45+00:00,my phone has been HOT GARBAGE since the new update I hate y’all @user,my phone has been HOT GARBAGE since the new update I hate y’all @115858,2487091,2017-11-15 16:43:01+00:00,"That's not the experience we want for you, and we'd like to see if we can help with your iPhone. Send us a DM with more information about what's going on, and we'll get started. <URL>","@710359 That's not the experience we want for you, and we'd like to see if we can help with your iPhone. Send us a DM with more information about what's going on, and we'll get started. https://t.co/GDrqU22YpT",55.3,True
2585641,732670,2017-11-16 23:39:26+00:00,My phone took an hour and a half to get to 30%....wtf @user,My phone took an hour and a half to get to 30%....wtf @115858,2585639,2017-11-17 00:16:01+00:00,We're here to help find the best solution to enjoy the battery of your device. What iOS version are you on?,@732670 We're here to help find the best solution to enjoy the battery of your device. What iOS version are you on?,36.6,False
1911193,569335,2017-10-26 16:51:16+00:00,So why the fuck does the new iPhone update make ANY form of apostrophe force my message to change from 160 to 70 characters max?! @user,So why the fuck does the new iPhone update make ANY form of apostrophe force my message to change from 160 to 70 characters max?! @115858,1911192,2017-10-26 17:36:29+00:00,Reach out to us via DM and we can take a look in to this with you from there and figure out what is going on. <URL>,@569335 Reach out to us via DM and we can take a look in to this with you from there and figure out what is going on. https://t.co/GDrqU22YpT,45.2,True
2520677,717966,2017-11-16 01:00:41+00:00,excuse me but iPhone isn’t making calls... would you all like to tell me why that is?,@AppleSupport excuse me but iPhone isn’t making calls... would you all like to tell me why that is?,2520675,2017-11-16 01:36:24+00:00,"We're happy to assist. So we're sure of the details, which carrier are you currently using? Also, are you showing an available carrier update? If needed, the steps to check are here: <URL> Let us know and we'll continue.","@717966 We're happy to assist. So we're sure of the details, which carrier are you currently using? Also, are you showing an available carrier update? If needed, the steps to check are here: https://t.co/sAc6FQIdW2 Let us know and we'll continue.",35.7,False
2697262,480185,2017-11-19 18:34:51+00:00,"I want to turn off auto brightness, it appears that as I have latest update i don’t have the option","@AppleSupport I want to turn off auto brightness, it appears that as I have latest update i don’t have the option",2697261,2017-11-19 19:00:16+00:00,Thanks for reaching out to us. In iOS 11 the auto-brightness feature is on by default. You can turn auto-brightness on or off in Settings > General > Accessibility > Display Accommodations.,@480185 Thanks for reaching out to us. In iOS 11 the auto-brightness feature is on by default. You can turn auto-brightness on or off in Settings &gt; General &gt; Accessibility &gt; Display Accommodations.,25.4,False
2118424,624326,2017-11-08 05:51:56+00:00,Ima need @user to fix this “I️” situation,Ima need @115858 to fix this “I️” situation,2118423,2017-11-08 14:41:30+00:00,Here’s what you can do to work around the issue until it’s fixed in a future software update: <URL>,@624326 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,529.6,False
552034,248677,2017-12-02 15:30:52+00:00,hi there I need done help with an iPad that keeps crashing.,@AppleSupport hi there I need done help with an iPad that keeps crashing.,552033,2017-12-02 19:41:32+00:00,"We know how important it is to have your iPad running properly, and we'd love to help. Please take a look at the steps listed here: <URL> If you're still having trouble, let us know in DM. <URL>","@248677 We know how important it is to have your iPad running properly, and we'd love to help. Please take a look at the steps listed here: https://t.co/osZOKKTalm  If you're still having trouble, let us know in DM. https://t.co/GDrqU22YpT",250.7,True
2117192,318752,2017-11-08 05:23:45+00:00,What's going on because my Apple Music app crashed @AppleSupport #AppleMusic #applebug,What's going on because my Apple Music app crashed @AppleSupport #AppleMusic #applebug,2117191,2017-11-08 14:14:55+00:00,Let us know in a DM which device you're using with Apple Music. We'd like to help out. <URL>,@318752 Let us know in a DM which device you're using with Apple Music. We'd like to help out. https://t.co/GDrqU22YpT,531.2,True
562377,251591,2017-12-02 18:29:55+00:00,"my phone keeps on crashing with spinning wheel before immediately turning into black. Didn’t do anything funky; iPhone 8, iOS 11. Any advice to get this fix?","@AppleSupport my phone keeps on crashing with spinning wheel before immediately turning into black. Didn’t do anything funky; iPhone 8, iOS 11. Any advice to get this fix?",562375,2017-12-02 20:48:29+00:00,"We want to help. First, we'd suggest following the steps here to resolve the issue: <URL> If you need further assistance, let us know.","@251591 We want to help. First, we'd suggest following the steps here to resolve the issue: https://t.co/osZOKKTalm If you need further assistance, let us know.",138.6,False
994486,355558,2017-10-22 14:25:17+00:00,not loving the IOS 11. Kills the battery. Please fix.,@115858 not loving the IOS 11. Kills the battery. Please fix.,994485,2017-10-22 16:11:01+00:00,We're glad to help with your battery life. Send us a DM with which iOS version you're running. <URL>,@355558 We're glad to help with your battery life. Send us a DM with which iOS version you're running. https://t.co/GDrqU22YpT,105.7,True
2253449,656448,2017-11-10 19:20:14+00:00,"Never thought I’d say this but, @user I’LL SWITCH TO ANDROID IF YOU DONT FIX THIS","Never thought I’d say this but, @115858 I’LL SWITCH TO ANDROID IF YOU DONT FIX THIS",2253447,2017-11-10 21:36:31+00:00,We'd like for you to have a working iPhone that you enjoy. Tell us what you are experiencing and we'll work on it together.,@656448 We'd like for you to have a working iPhone that you enjoy. Tell us what you are experiencing and we'll work on it together.,136.3,False
543663,246278,2017-12-02 08:29:09+00:00,After update to 11.1.2 my iPhone 6s restarts every 2 minutes. Any idea?,@AppleSupport After update to 11.1.2 my iPhone 6s restarts every 2 minutes. Any idea?,543662,2017-12-02 16:36:00+00:00,Thanks for reaching out to us today. We have some steps that can help with this. Please complete them and report back with the result: <URL>,@246278 Thanks for reaching out to us today. We have some steps that can help with this. Please complete them and report back with the result: https://t.co/osZOKKTalm,486.8,False
199326,162979,2017-10-04 12:07:04+00:00,Is it normal to go 7x Apple Store BXL for a defect device ( still not working)100290426469 @user @AppleSupport @user @user,Is it normal to go 7x Apple Store BXL for a defect device ( still not working)100290426469 @116333 @AppleSupport @10483 @2501,199325,2017-10-04 14:25:26+00:00,We'd like to look into this with you. Please DM us and we'll continue support with you there. <URL>,@162979 We'd like to look into this with you. Please DM us and we'll continue support with you there. https://t.co/GDrqU22YpT,138.4,True
820162,140554,2017-10-12 21:52:15+00:00,your new IOS 11 update is draining my battery faster than a mindflayer. Fix this shit or don’t make me mandatory update my phone. And yes background app refresh is turned off.,@115858 your new IOS 11 update is draining my battery faster than a mindflayer. Fix this shit or don’t make me mandatory update my phone. And yes background app refresh is turned off.,820160,2017-10-12 22:06:00+00:00,Let's work on this together. Meet up with us in DM and we'll continue there. <URL>,@140554 Let's work on this together. Meet up with us in DM and we'll continue there. https://t.co/GDrqU22YpT,13.8,True
1772861,532834,2017-11-08 02:08:16+00:00,Is anyone else having a bizarre issue with @user #AppleWatches where your watch face displays random photos it isn’t supposed to? They’re definitely NOT supposed to be displaying. Why is my watch doing this? @user @user,Is anyone else having a bizarre issue with @115858 #AppleWatches where your watch face displays random photos it isn’t supposed to? They’re definitely NOT supposed to be displaying. Why is my watch doing this? @287031 @73489,1772857,2017-11-08 02:26:00+00:00,Let's look at this together. Which software version are you using?,@532834 Let's look at this together. Which software version are you using?,17.7,False
2071948,551658,2017-10-07 16:22:59+00:00,Even after the most recent update it still does this. <URL>,@AppleSupport Even after the most recent update it still does this. https://t.co/6y4FB2HNjK,2071947,2017-10-07 18:54:41+00:00,Let's get your Home screen working right. DM us with the country in which you're located. We'll go from there: <URL>,@551658 Let's get your Home screen working right. DM us with the country in which you're located. We'll go from there: https://t.co/GDrqU22YpT,151.7,True
766260,303129,2017-10-11 20:50:33+00:00,Why does each new major update suck ass and mess ur iPhone up? @AppleSupport I can’t use speaker or hear half my calls now with the new iOS,Why does each new major update suck ass and mess ur iPhone up? @AppleSupport I can’t use speaker or hear half my calls now with the new iOS,766259,2017-10-11 20:59:00+00:00,"We're here for you. Are you having trouble listening to music or videos? Have you updated to the latest release, 11.0.3?","@303129 We're here for you. Are you having trouble listening to music or videos? Have you updated to the latest release, 11.0.3?",8.4,False
2971269,466622,2017-11-30 00:56:29+00:00,Apple support wait time is ridiculous..... they charged me two times for my Apple Music subscription smfh @user answer your phones,Apple support wait time is ridiculous..... they charged me two times for my Apple Music subscription smfh @115858 answer your phones,2971268,2017-11-30 01:12:00+00:00,We want to help. Use this link to get over to our iTunes Store support team. They'll be able to look into this further with you. Just use this link to get to them: <URL>,@466622 We want to help. Use this link to get over to our iTunes Store support team. They'll be able to look into this further with you. Just use this link to get to them: https://t.co/SDIe7UiyJN,15.5,False
2310359,670058,2017-11-13 03:32:14+00:00,"🗣🗣🗣TELL ME MY BIGG ISNT FLAWLESS! @user Bless us with an update fam, my phone keep over heatinggggg 🔥🔥🔥🔥 <URL>","🗣🗣🗣TELL ME MY BIGG ISNT FLAWLESS!  @115858 Bless us with an update fam, my phone keep over heatinggggg 🔥🔥🔥🔥 https://t.co/XaRQgnDpPu",2310358,2017-11-13 04:22:37+00:00,It's important that you have a working iPhone. Send us a DM and we'll work on this together. <URL>,@670058  It's important that you have a working iPhone. Send us a DM and we'll work on this together. https://t.co/GDrqU22YpT,50.4,True
2852334,793028,2017-11-27 19:38:10+00:00,Nach jedem Update ist der Blauzahn wieder aktiviert. Das nervt. @applesupport,"Nach jedem Update ist der Blauzahn wieder aktiviert.
Das nervt. @applesupport",2852333,2017-11-27 19:48:01+00:00,We offer support via Twitter in English. Contact us for help in your preferred language here: <URL>,@793028 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,9.8,False
2082905,615993,2017-10-10 19:52:15+00:00,haven’t been able to make a phone call since updating to iOS 11. Wtf,@AppleSupport haven’t been able to make a phone call since updating to iOS 11. Wtf,2082904,2017-10-10 20:37:04+00:00,We understand how important it is that you're able to make a call without any issues. Send us a DM and we'll go from there. <URL>,@615993 We understand how important it is that you're able to make a call without any issues. Send us a DM and we'll go from there. https://t.co/GDrqU22YpT,44.8,True
152938,150986,2017-11-24 15:17:18+00:00,", after update latest ios in my iphone 6, my imovie suddenly create video with the bad sound quality. My friends also face the same problem","@AppleSupport , after update latest ios in my iphone 6, my imovie suddenly create video with the bad sound quality. My friends also face the same problem",152937,2017-11-24 16:08:57+00:00,"We appreciate you reaching out to us on this and are happy to help out! Meet us in DM and let us know if this occurs with any application other than iMovie, then we can determine out how to best proceed from there. <URL>","@150986 We appreciate you reaching out to us on this and are happy to help out! Meet us in DM and let us know if this occurs with any application other than iMovie, then we can determine out how to best proceed from there. https://t.co/GDrqU22YpT",51.6,True
1643313,502250,2017-11-05 22:53:44+00:00,"we gotta get this I️ fixed ASAP, guys","@AppleSupport we gotta get this I️ fixed ASAP, guys",1643312,2017-11-06 00:51:26+00:00,Here’s what you can do to work around the issue until it’s fixed in a future software update: <URL>,@502250 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,117.7,False
